019-09-25 09:21:24 -  - TIME GetUpdatesList(request) 0.153 sec
2020-09-22 12:43:54 -  - TIME GetUpdatesList(request) 0.305 sec
2020-09-22 12:43:54 -  - exec CUpdateClientPartner::ParseServerData
2020-09-22 12:43:57 -  - exec CUpdateClientPartner::GetUpdatesList
2020-09-22 12:43:57 -  - exec CUpdateClientPartner::__CollectRequestData
2020-09-22 12:43:57 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=xuping.com.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6338&TYPENC=F&CLIENT_PHPVER=7.1.22&NGINX=Y&dbv=10.3.9&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bgoodde.yandexturboapi%2C2.0.8%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cgoodde.yandexturboapi%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&fullmoduleinfo=Y&SUPD_SRS=RU&SUPD_CMP=N
2020-09-22 12:43:57 -  - exec CUpdateClientPartner::GetHTTPPage
2020-09-22 12:43:57 -  - TIME GetUpdatesList(request) 0.229 sec
2020-09-22 12:43:57 -  - exec CUpdateClientPartner::ParseServerData
2020-10-02 22:24:19 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-02 22:24:19 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-02 22:24:19 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6366&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bgoodde.yandexturboapi%2C2.0.9%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cgoodde.yandexturboapi%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-02 22:24:19 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-02 22:24:19 -  - TIME GetUpdatesList(request) 0.297 sec
2020-10-02 22:24:19 -  - exec CUpdateClientPartner::ParseServerData
2020-10-07 20:27:46 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-07 20:27:46 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-07 20:27:46 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6380&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bgoodde.yandexturboapi%2C2.0.9%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cgoodde.yandexturboapi%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-07 20:27:46 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-07 20:27:46 -  - TIME GetUpdatesList(request) 0.366 sec
2020-10-07 20:27:46 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:20:58 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-19 16:20:58 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-19 16:20:58 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6401&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&fullmoduleinfo=Y&SUPD_SRS=RU&SUPD_CMP=N
2020-10-19 16:20:58 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-19 16:20:58 -  - TIME GetUpdatesList(request) 0.331 sec
2020-10-19 16:20:58 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:22:29 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-19 16:22:29 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-19 16:22:29 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6401&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-19 16:22:29 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-19 16:22:29 -  - TIME GetUpdatesList(request) 0.263 sec
2020-10-19 16:22:29 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:22:33 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-19 16:22:33 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-19 16:22:33 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6401&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-19 16:22:33 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-19 16:22:34 -  - TIME GetUpdatesList(request) 0.23 sec
2020-10-19 16:22:34 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:22:37 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-19 16:22:37 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-19 16:22:37 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6401&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-19 16:22:37 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-19 16:22:37 -  - TIME GetUpdatesList(request) 0.229 sec
2020-10-19 16:22:37 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:22:44 -  - exec CUpdateClientPartner::GetUpdatesList
2020-10-19 16:22:44 -  - exec CUpdateClientPartner::__CollectRequestData
2020-10-19 16:22:44 -  - utf=Y&lang=ru&stable=Y&CANGZIP=Y&SUPD_DBS=MYSQL&XE=N&CLIENT_SITE=tuso-shop.ru&LICENSE_KEY=X&SUPD_STS=4&SUPD_URS=0&SUPD_URSA=6401&TYPENC=F&CLIENT_PHPVER=7.2.34&NGINX=Y&dbv=10.3.24&instm=main%2C20.0.1800%2CN%3Bgoodde.iblockprops%2C0.1.0%2CN%3Breport%2C20.0.0%2CN%3Bmobileapp%2C20.0.100%2CN%3Bgoodde.redirect%2C0.9.6%2CN%3Bwebdebug.callme%2C1.0.3%2CN%3Bbxmod.propfilter%2C1.0.2%2CN%3Bclouds%2C20.0.100%2CN%3Btranslate%2C19.0.600%2CN%3Bfileman%2C20.0.500%2CN%3Bforum%2C20.0.500%2CN%3Bgoodde.yandexturbo%2C1.1.7%2CN%3Bcatalog%2C20.0.380%2CN%3Bseo%2C20.0.150%2CN%3Basd.iblock%2C4.7.17%2CN%3Brarus.sms4b%2C1.8.4%2CN%3Bbizsolutions.sms%2C1.6.12%2CN%3Bgoodde.recaptcha%2C0.0.9%2CN%3Bsubscribe%2C20.5.0%2CN%3Bpull%2C20.5.200%2CN%3Bui%2C20.5.400%2CN%3Bsocialservices%2C20.0.200%2CN%3Bperfmon%2C20.5.0%2CN%3Bconversion%2C18.5.1%2CN%3Bcurrency%2C20.0.300%2CN%3Bsender%2C20.0.200%2CN%3Bsearch%2C20.5.0%2CN%3Bmessageservice%2C20.0.0%2CN%3Bsale%2C20.0.696%2CN%3Brest%2C20.0.600%2CN%3Babtest%2C18.5.0%2CN%3Bb24connector%2C20.5.0%2CN%3Bbitrixcloud%2C20.5.0%2CN%3Bsecurity%2C20.5.0%2CN%3Bbitrix.liveapi%2C1.0.22%2CN%3Bgoodde.iprop%2C0.0.9%2CN%3Bcube.ufpropertyhtml%2C1.0.5%2CN%3Beshopapp%2C16.5.0%2CN%3Baskaron.agents%2C1.0.1%2CN%3Bphotogallery%2C20.0.100%2CN%3Blanding%2C20.3.12%2CN%3Bbitrix.mpbuilder%2C1.0.14%2CN%3Bblog%2C20.0.200%2CN%3Biblock%2C20.0.755%2CN%3Bvote%2C20.0.400%2CN%3Bbeono.flashmessage%2C1.0.5%2CN%3Bstoreassist%2C18.1.0%2CN%3Bform%2C18.0.0%2CN%3Bhighloadblock%2C20.0.300%2CN%3Bims.register%2C0.7.3%2CN%3Bscale%2C17.5.0%2CN%3Bipol.sdek%2C3.9.4%2CN&reqm=goodde.iblockprops%2Cgoodde.redirect%2Cwebdebug.callme%2Cbxmod.propfilter%2Cgoodde.yandexturbo%2Casd.iblock%2Crarus.sms4b%2Cbizsolutions.sms%2Cgoodde.recaptcha%2Cbitrix.liveapi%2Cgoodde.iprop%2Ccube.ufpropertyhtml%2Caskaron.agents%2Cbitrix.mpbuilder%2Cbeono.flashmessage%2Cims.register%2Cipol.sdek&SUPD_SRS=RU&SUPD_CMP=N
2020-10-19 16:22:44 -  - exec CUpdateClientPartner::GetHTTPPage
2020-10-19 16:22:44 -  - TIME GetUpdatesList(request) 0.21 sec
2020-10-19 16:22:44 -  - exec CUpdateClientPartner::ParseServerData
2020-10-19 16:22:47 -  - exec CUpdateClientPartner::LoadModulesUpdates
2020-10-19 16:22:47 -  - exec CUpdateClientPartner::__CollectRequestData
